Bouteille_id,Date_deg,Commentaire
757,05/05/2018,"Crozes Hermitage assez puissant, ps très fruité : j’aime bcp, JM beaucoup moins ; Deuxième bouteille moins agréable. Troisième bonne :d emande de l’aération et un peu de temps en bouteille (2016 pour du 2012). 4e bouteille pas mauvaise mais rapport q/p pas excellent. 5e un peu fermée/éteinte ?"
758,05/01/2019,"Crozes Hermitage assez puissant, ps très fruité : j’aime bcp, JM beaucoup moins ; Deuxième bouteille moins agréable. Troisième bonne :d emande de l’aération et un peu de temps en bouteille (2016 pour du 2012). 4e bouteille pas mauvaise mais rapport q/p pas excellent. 5e un peu fermée/éteinte ?"
759,28/04/2016,"Trop jeune, mais du fond."
760,08/08/2016,"Bon dans un style gras. Très correct mais comme d’hab en bourgogne, mauvais rapport q/p. Gros manque de caractère quand meme."
761,04/06/2017,"Bon dans un style gras. Très correct mais comme d’hab en bourgogne, mauvais rapport q/p. Gros manque de caractère quand meme."
762,23/01/2022,"excellent, même meilleur qu'au SVI"
763,24/02/2019,A attendre. Putain de bon en dec 19 mais avec quoi le servir ? Trop sucré pour les plats.
764,10/12/2019,A attendre. Putain de bon en dec 19 mais avec quoi le servir ? Trop sucré pour les plats.
765,09/04/2020,A attendre. Putain de bon en dec 19 mais avec quoi le servir ? Trop sucré pour les plats.
766,03/06/2017,"A attendre. Très bon en 2020, sur des notes de framboise. Miaml en 2021"
767,05/08/2018,"A attendre. Très bon en 2020, sur des notes de framboise. Miaml en 2021"
768,19/01/2020,"A attendre. Très bon en 2020, sur des notes de framboise. Miaml en 2021"
769,13/06/2021,"A attendre. Très bon en 2020, sur des notes de framboise. Miaml en 2021"
770,21/08/2017,"9 EUR la bouteille. Fort bon, sans sucre et Amer, Emilie s’attendait à plus de fruit. Toujours bon mais perd en aromes : à boire vite !! Bouteille 2019 bien mais oxydation guette : à boire dans l'année. Meilleur cette année"
771,02/02/2019,"9 EUR la bouteille. Fort bon, sans sucre et Amer, Emilie s’attendait à plus de fruit. Toujours bon mais perd en aromes : à boire vite !! Bouteille 2019 bien mais oxydation guette : à boire dans l'année. Meilleur cette année"
772,06/12/2020,"9 EUR la bouteille. Fort bon, sans sucre et Amer, Emilie s’attendait à plus de fruit. Toujours bon mais perd en aromes : à boire vite !! Bouteille 2019 bien mais oxydation guette : à boire dans l'année. Meilleur cette année"
773,02/01/2018,"Fort bon, demi sec, equilibré. Deuxieme bouteille un peu plate"
774,21/04/2019,nuff said
775,20/02/2022,Miam as ever
776,10/10/2020,MIAM
777,28/11/2020,MIAM
778,25/01/2021,MIAM
779,30/10/2021,MIAM
780,07/07/2017,Etonnant mais pas non plus aussi incroyable que de réputation.
781,24/07/2019,Etonnant mais pas non plus aussi incroyable que de réputation.
782,29/12/2018,"Bon, mais à boire"
783,20/10/2021,"Bon, mais à boire"
784,05/02/2022,"20 EUR la bouteille (vs plus de 30 habituellement), à tester en 2016. A point en 2022."
785,08/08/2016,"Très bon. Leger, par contre, donc à associer avec précautions."
786,26/01/2018,"Très bon. Leger, par contre, donc à associer avec précautions."
787,23/11/2015,Très prometteur; 2018 : très bon ! 2019 : toujours bon !
788,10/06/2018,Très prometteur; 2018 : très bon ! 2019 : toujours bon !
789,26/04/2019,Très prometteur; 2018 : très bon ! 2019 : toujours bon !
790,15/03/2022,Definitivementt trop vieux.
791,23/11/2018,0
792,03/04/2018,"Bon, mais aurait du etre bu avant ?"
793,01/02/2020,"Très bon, très rond."
794,10/06/2017,Bon !
795,26/04/2020,Excellent en 2021
796,05/11/2021,Excellent en 2021
797,13/07/2018,Simple. Mais bon !
798,07/10/2018,Simple. Mais bon !
799,28/08/2016,Franchement bon
800,14/12/2017,Franchement bon
801,29/10/2018,MIAM
802,30/09/2021,Très Bon
803,29/11/2021,Très Bon
804,30/12/2016,14 EUR la bouteille
805,30/07/2017,14 EUR la bouteille
806,12/08/2019,les Beaune sont definitvement un peu acides pour moi
807,31/12/2015,Contre 60 EUR... Excellentissime. Deuxieme bouteille incroyable. Amazing.
808,03/03/2017,Contre 60 EUR... Excellentissime. Deuxieme bouteille incroyable. Amazing.
809,07/10/2017,Contre 60 EUR... Excellentissime. Deuxieme bouteille incroyable. Amazing.
810,03/09/2021,Contre 60 EUR... Excellentissime. Deuxieme bouteille incroyable. Amazing.
811,25/06/2016,Contre 60 EUR ; Extraordinaire.
812,19/03/2016,Contre 30 EUR dans le commerce. TRES Bon ! Deuxième bouteille excellente.
813,08/08/2016,Contre 30 EUR dans le commerce. TRES Bon ! Deuxième bouteille excellente.
814,10/08/2017,Contre 30 EUR dans le commerce. TRES Bon ! Deuxième bouteille excellente.
815,16/12/2015,Contre 30 EUR dans le commerce . Vraiment sec mais plein d’aromes. Excellent ! 2E bouteille pareille.
816,18/06/2016,Contre 30 EUR dans le commerce . Vraiment sec mais plein d’aromes. Excellent ! 2E bouteille pareille.
817,10/08/2017,Contre 30 EUR dans le commerce . Vraiment sec mais plein d’aromes. Excellent ! 2E bouteille pareille.
818,23/11/2015,"Gouté en rhume mais aromes moins agréables que les fois précédentes ? Amertume pregnante maintenant : mauvaise passe ? Très bon bien qu'un peu passé, à reserver aux apéritifs."
819,20/02/2016,"Gouté en rhume mais aromes moins agréables que les fois précédentes ? Amertume pregnante maintenant : mauvaise passe ? Très bon bien qu'un peu passé, à reserver aux apéritifs."
820,25/05/2020,"Gouté en rhume mais aromes moins agréables que les fois précédentes ? Amertume pregnante maintenant : mauvaise passe ? Très bon bien qu'un peu passé, à reserver aux apéritifs."
821,13/12/2020,"Gouté en rhume mais aromes moins agréables que les fois précédentes ? Amertume pregnante maintenant : mauvaise passe ? Très bon bien qu'un peu passé, à reserver aux apéritifs."
822,15/10/2016,Waouh à chaque fois. Re-waouh. A racheter
823,10/08/2017,Waouh à chaque fois. Re-waouh. A racheter
824,23/06/2015,Pas fou du tout ! Acide et peu d’aromes. A voir dans 1 an. Deuxieme bouteille très bonne ! Troisième excellente.
825,06/11/2016,Pas fou du tout ! Acide et peu d’aromes. A voir dans 1 an. Deuxieme bouteille très bonne ! Troisième excellente.
826,25/08/2017,Pas fou du tout ! Acide et peu d’aromes. A voir dans 1 an. Deuxieme bouteille très bonne ! Troisième excellente.
827,27/08/2015,Miam dans un style moins « lourd » que le modat ou les vignes oubliés. Gagnera à s’assagir mais deja d’une finesse ! Confirmé sur la deuxieme bouteille : floral... Toujours aussi miam sur la 3e... miam 4e
828,06/11/2015,Miam dans un style moins « lourd » que le modat ou les vignes oubliés. Gagnera à s’assagir mais deja d’une finesse ! Confirmé sur la deuxieme bouteille : floral... Toujours aussi miam sur la 3e... miam 4e
829,20/03/2016,Miam dans un style moins « lourd » que le modat ou les vignes oubliés. Gagnera à s’assagir mais deja d’une finesse ! Confirmé sur la deuxieme bouteille : floral... Toujours aussi miam sur la 3e... miam 4e
830,28/04/2017,Miam dans un style moins « lourd » que le modat ou les vignes oubliés. Gagnera à s’assagir mais deja d’une finesse ! Confirmé sur la deuxieme bouteille : floral... Toujours aussi miam sur la 3e... miam 4e
831,14/02/2018,Miam dans un style moins « lourd » que le modat ou les vignes oubliés. Gagnera à s’assagir mais deja d’une finesse ! Confirmé sur la deuxieme bouteille : floral... Toujours aussi miam sur la 3e... miam 4e
832,24/03/2018,Miam dans un style moins « lourd » que le modat ou les vignes oubliés. Gagnera à s’assagir mais deja d’une finesse ! Confirmé sur la deuxieme bouteille : floral... Toujours aussi miam sur la 3e... miam 4e
833,26/04/2019,Toujours aussi bon !
834,03/10/2019,Toujours aussi bon !
835,01/01/2020,Toujours aussi bon !
836,24/05/2020,Toujours aussi bon !
837,30/09/2021,Toujours aussi bon !
838,10/09/2018,"facile, fruité"
839,01/01/2018,Rapport q/p incroyable : équilibre et longueur superlatifs. 2021 : à boire rapidement
840,07/05/2021,Rapport q/p incroyable : équilibre et longueur superlatifs. 2021 : à boire rapidement
841,25/03/2018,"Bon, peut encore attendre mais le bois est déjà digéré. Intéressant de voir comment il évolue. Rapport q/ pas fou. Defintivement cher."
842,01/01/2018,"16 EUR. Excellent ! A garder ou à boire, au choix miam !!!"
843,16/10/2015,Vanille à donf. Le bois mérite de se fondre un peu. Encore fermé
844,18/05/2016,Vanille à donf. Le bois mérite de se fondre un peu. Encore fermé
845,19/02/2016,Correct.
846,09/04/2017,Encore plus sec que les années précédentes. Rond avec qqs années de bouteille : miam !
847,15/10/2017,Encore plus sec que les années précédentes. Rond avec qqs années de bouteille : miam !
848,11/02/2018,Encore plus sec que les années précédentes. Rond avec qqs années de bouteille : miam !
849,13/02/2016,Miam !
850,06/01/2018,Excellent
851,29/01/2017,"Excellent, un peu plus riche que la cuvée Terre de Pierre."
852,01/01/2018,"Excellent, un peu plus riche que la cuvée Terre de Pierre."
853,07/07/2019,"Excellent, un peu plus riche que la cuvée Terre de Pierre."
854,26/08/2016,"Excellent, long et fin. Cuvée très minérale, dominante citron en entrée de bouche."
855,29/10/2018,"Fort bon. Minéral, fin, parfait avec des moules et des calamars/"
856,19/12/2020,"Fort bon. Minéral, fin, parfait avec des moules et des calamars/"
857,15/01/2022,Miam ! A boire sans trop attendre
858,18/12/2016,peut etre consommable avant ?
859,03/02/2018,"Demi Sec, Riesling pinot gris gewurtz. Bon mais un brin perlant : a attendre un an"
860,16/02/2021,Sans prétention mais bon
861,02/12/2017,Un brin acide : trop jeune ou style bourguignon ? A point mais style toujours acide : manque un poil de corps à mon goût.
862,22/05/2021,Un brin acide : trop jeune ou style bourguignon ? A point mais style toujours acide : manque un poil de corps à mon goût.
863,16/10/2015,17 EUR. EXCELLENT vin ! Deuxieme bouteille plus marquée par son age. A boire sans trop attendre. Dernière bouteille un rien fatiguée. Nez excellent et bouche un peu trop amortie par le temps.
864,22/07/2021,Miam !
865,31/12/2021,Assez fabuleux mais presque un peu tard ?
866,19/03/2016,"Très bon, enfin un Bourgggne avec du corps."
867,01/11/2015,"4,50 la bouteille !! Bon mais peut etre pas autant que le 2010 ? Acidité plus marquée. Très bon qua,nd même et rapport q/p imbattable.deuxième bouteille : en progrès !"
868,12/11/2017,"4,50 la bouteille !! Bon mais peut etre pas autant que le 2010 ? Acidité plus marquée. Très bon qua,nd même et rapport q/p imbattable.deuxième bouteille : en progrès !"
869,03/10/2020,"4,50 la bouteille !! Bon mais peut etre pas autant que le 2010 ? Acidité plus marquée. Très bon qua,nd même et rapport q/p imbattable.deuxième bouteille : en progrès !"
870,18/06/2016,Excellent en tous points.
871,07/10/2017,Yeah
872,08/01/2016,"Fort bon ! Peut s’attendre ou se boire. Deuxième bouteille moins fameuse Troisième bouteille bof : bois dissocié, élevage trop ambitieux pour la matière ? Bouteille 2019 enfin fondue."
873,15/05/2016,"Fort bon ! Peut s’attendre ou se boire. Deuxième bouteille moins fameuse Troisième bouteille bof : bois dissocié, élevage trop ambitieux pour la matière ? Bouteille 2019 enfin fondue."
874,25/01/2017,"Fort bon ! Peut s’attendre ou se boire. Deuxième bouteille moins fameuse Troisième bouteille bof : bois dissocié, élevage trop ambitieux pour la matière ? Bouteille 2019 enfin fondue."
875,13/01/2019,"Fort bon ! Peut s’attendre ou se boire. Deuxième bouteille moins fameuse Troisième bouteille bof : bois dissocié, élevage trop ambitieux pour la matière ? Bouteille 2019 enfin fondue."
876,15/05/2020,"Fort bon ! Peut s’attendre ou se boire. Deuxième bouteille moins fameuse Troisième bouteille bof : bois dissocié, élevage trop ambitieux pour la matière ? Bouteille 2019 enfin fondue."
877,28/01/2018,MIAM
878,15/10/2016,Whoa. Poivre et Caramel. A carafer absolument. Dernière bouteille aussi bonne que les deux autres
879,01/08/2016,"12 EUR. Bon, même si moins complexe que le spelty. Quand même toujours aussi miam ! Se bonifie avec le temps. Tenue incroyable. Deux dernières bouteilles à attendre."
880,18/11/2016,"12 EUR. Bon, même si moins complexe que le spelty. Quand même toujours aussi miam ! Se bonifie avec le temps. Tenue incroyable. Deux dernières bouteilles à attendre."
881,21/04/2017,"12 EUR. Bon, même si moins complexe que le spelty. Quand même toujours aussi miam ! Se bonifie avec le temps. Tenue incroyable. Deux dernières bouteilles à attendre."
882,20/12/2017,"12 EUR. Bon, même si moins complexe que le spelty. Quand même toujours aussi miam ! Se bonifie avec le temps. Tenue incroyable. Deux dernières bouteilles à attendre."
883,12/05/2018,"12 EUR. Bon, même si moins complexe que le spelty. Quand même toujours aussi miam ! Se bonifie avec le temps. Tenue incroyable. Deux dernières bouteilles à attendre."
884,25/05/2019,"12 EUR. Bon, même si moins complexe que le spelty. Quand même toujours aussi miam ! Se bonifie avec le temps. Tenue incroyable. Deux dernières bouteilles à attendre."
885,02/04/2022,Fort bon
886,05/12/2015,Bon
887,31/12/2017,Bon.
888,23/11/2019,Un peu plat
889,24/08/2018,Excellent mais à attendre encore un brin (acidité à fondre). Toujours acide : profil 2013 ? Bouteille 2021 sans grand intérêt
890,15/01/2019,Excellent mais à attendre encore un brin (acidité à fondre). Toujours acide : profil 2013 ? Bouteille 2021 sans grand intérêt
891,06/02/2021,Excellent mais à attendre encore un brin (acidité à fondre). Toujours acide : profil 2013 ? Bouteille 2021 sans grand intérêt
892,03/11/2021,Excellent mais à attendre encore un brin (acidité à fondre). Toujours acide : profil 2013 ? Bouteille 2021 sans grand intérêt
893,03/07/2016,Bon potentiel mais encore acide : à laisser impérativement attendre 2 à 3 ans. Toujours acide en 2020 : effet millésime?
894,07/03/2020,Bon potentiel mais encore acide : à laisser impérativement attendre 2 à 3 ans. Toujours acide en 2020 : effet millésime?
895,31/08/2020,"Excellent ! A comparer avec le Mouton pour le rapport q/p. Deuxième bouteille encore meilleure, accord parfait sur de la lotte à l'américaine : meilleur condrieu avec le ogier ?"
896,22/03/2021,"Excellent ! A comparer avec le Mouton pour le rapport q/p. Deuxième bouteille encore meilleure, accord parfait sur de la lotte à l'américaine : meilleur condrieu avec le ogier ?"
897,02/09/2021,Très bon
898,16/09/2021,Très bon
899,30/09/2021,Très bon
900,01/05/2017,"Très très bon ! Mais peut attendre l’année 2018. Encore un an. Parfait en 19. A b oire en 2021, parfait et soyeux."
901,23/11/2018,"Très très bon ! Mais peut attendre l’année 2018. Encore un an. Parfait en 19. A b oire en 2021, parfait et soyeux."
902,19/08/2019,"Très très bon ! Mais peut attendre l’année 2018. Encore un an. Parfait en 19. A b oire en 2021, parfait et soyeux."
903,23/07/2021,"Très très bon ! Mais peut attendre l’année 2018. Encore un an. Parfait en 19. A b oire en 2021, parfait et soyeux."
904,14/09/2019,"Bon, bien qu’un peu pute (bois très vanillé pregnant). A laisser vieillir pour voir comment ce type de vin évolue."
905,21/11/2021,Se tient très bien après 11 ans de bouteille. Rapport q/p superlatif.
906,25/09/2017,Très très bon Et peut encore attendre !
907,07/07/2017,"Bon vin, avec goût de negrette très prononcé. Miam !"
908,11/03/2018,"Bon vin, avec goût de negrette très prononcé. Miam !"
909,28/06/2021,Très agréable
910,01/05/2020,Bouchonnée
911,18/06/2015,"Très bon, moins minéral que le carroy. A voir comment il évolue. Très bon mais en effet un peu gras ( Juin 2016)"
912,01/06/2016,"Très bon, moins minéral que le carroy. A voir comment il évolue. Très bon mais en effet un peu gras ( Juin 2016)"
913,24/07/2017,"Très bon, moins minéral que le carroy. A voir comment il évolue. Très bon mais en effet un peu gras ( Juin 2016)"
914,20/02/2016,"Bon, mais puissant (alcool +bois). A laisser poser. Bof"
915,25/08/2018,"Bon, mais puissant (alcool +bois). A laisser poser. Bof"
916,01/10/2020,"Très bonn, mais un poil d'acidité : essayer plutôt leurs chambolle la prochaine fois ?"
917,21/03/2021,"Très bonn, mais un poil d'acidité : essayer plutôt leurs chambolle la prochaine fois ?"
918,18/05/2016,Incroyable.
919,24/02/2016,Miam ! Peut encore se bonifier. Quel accord ?
920,28/06/2017,Miam ! Peut encore se bonifier. Quel accord ?
921,07/10/2017,Miam ! Peut encore se bonifier. Quel accord ?
922,01/03/2018,Miam ! Peut encore se bonifier. Quel accord ?
923,09/07/2018,Miam ! Peut encore se bonifier. Quel accord ?
924,09/07/2016,"Un peu alcooleux, et un peu simple bien que gourmand. Rapport q/p pas fou sur cette bouteille. Dernière bouteille dans l'évier"
925,30/08/2018,"Un peu alcooleux, et un peu simple bien que gourmand. Rapport q/p pas fou sur cette bouteille. Dernière bouteille dans l'évier"
926,08/04/2019,"Un peu alcooleux, et un peu simple bien que gourmand. Rapport q/p pas fou sur cette bouteille. Dernière bouteille dans l'évier"
927,15/08/2020,Très Bon
928,02/12/2016,Vs 35 habituellement. Très bon mais demi sec voire moelleux
929,09/12/2016,"Vs 32 habituellement. Tr ès bon, pointe de sucre et gras mais plein d’aromes. 2022 : un peu tard."
930,01/01/2018,"Vs 32 habituellement. Tr ès bon, pointe de sucre et gras mais plein d’aromes. 2022 : un peu tard."
931,04/03/2022,"Vs 32 habituellement. Tr ès bon, pointe de sucre et gras mais plein d’aromes. 2022 : un peu tard."
932,31/12/2021,Excellent
933,31/12/2018,23 EUR la bouteille. Argilo Calcaire => tendre pour un Vacheron. Remarquable d'équilibre et d'aromes… un peu monolithique en 2019 mais d'aromes tres puissants. Excellent.
934,28/04/2019,23 EUR la bouteille. Argilo Calcaire => tendre pour un Vacheron. Remarquable d'équilibre et d'aromes… un peu monolithique en 2019 mais d'aromes tres puissants. Excellent.
935,28/11/2021,23 EUR la bouteille. Argilo Calcaire => tendre pour un Vacheron. Remarquable d'équilibre et d'aromes… un peu monolithique en 2019 mais d'aromes tres puissants. Excellent.
936,31/12/2015,Décevant par rapport à sa jeunesse. Fin mais a perdu ses aromes de Syrah très forts... Phase de fermeture ou vin moyen ?
937,17/09/2017,Vin moyen
938,12/04/2016,Fort fort bon. Très agrumes
939,03/07/2016,Fort fort bon. Très agrumes
940,08/10/2016,Fort fort bon. Très agrumes
941,02/04/2022,Fort fort bon. Dernière bouteille très décevante : oxydée ?
942,18/11/2017,Très correct
943,19/12/2021,"fort bon, mais accord difficile. Amertume pregnante à l'ouverture : attendre qqs mois pour les suivantes."
944,07/07/2019,Bon bien qu'un peu cher. A voir en 2020.
945,06/03/2022,Bon bien qu'un peu cher. A voir en 2020.
946,19/02/2017,"Entrée gamme, fête emilie 2016. Pas très bon rapport q/p"
947,14/07/2020,"Entrée gamme, fête emilie 2016. Pas très bon rapport q/p"
948,14/07/2020,"Entrée gamme, fête emilie 2016. Pas très bon rapport q/p"
949,14/07/2020,"Entrée gamme, fête emilie 2016. Pas très bon rapport q/p"
950,17/12/2017,"cuvée haut de gamme de l’exploitant. A attendre, nettement."
951,14/07/2020,"cuvée haut de gamme de l’exploitant. A attendre, nettement."
952,14/07/2020,"cuvée haut de gamme de l’exploitant. A attendre, nettement."
953,15/08/2020,"cuvée haut de gamme de l’exploitant. A attendre, nettement."
954,05/05/2016,Très bon mais demande du temps pour que le boisé se fonde (5ans min)
955,27/04/2019,Milieu gamme. Sweet spot de la gamme. Franchement très bon.
956,14/07/2020,Milieu gamme. Sweet spot de la gamme. Franchement très bon.
957,14/07/2020,Milieu gamme. Sweet spot de la gamme. Franchement très bon.
958,31/12/2021,Milieu gamme. Sweet spot de la gamme. Franchement très bon.
959,20/08/2020,Bon rapport q/p.
960,18/03/2017,Bof. S’ouvre au bout de deux jours. 2E bouteille idem
961,10/09/2017,Bof. S’ouvre au bout de deux jours. 2E bouteille idem
962,09/06/2018,Bon voire très bon mais cher. Remarque idem 2019
963,26/04/2019,Bon voire très bon mais cher. Remarque idem 2019
